id,presicion,recall,f1
000062,0.0702178620028334,0.818733340901113,0.129342768333539
000088,0.182460760405752,0.99224198570061,0.308240068081112
000192,0.0322082501578703,0.00418887436491061,0.00741356990113254
000210,0.589414601222666,0.814381247205115,0.683871801732735
000328,0.5,0.000982327662232948,0.00196080302236777
000511,0.916156536734212,0.187322781534588,0.311047045360831
000630,0.461451660146623,0.825113130771428,0.591885969040957
000722,0.171328728834206,0.872365935081182,0.28640818412355
000736,0.00654925216801065,0.0159014931167873,0.00927745488611853
000759,0.297170939720759,0.842147683927673,0.439318402107806
000852,0.217614980397683,1,0.357444650240109
001242,0.569302595787455,0.973147549220418,0.718357643711793
001311,0.569302595787455,0.973147549220418,0.718357643711793
001415,0.569302595787455,0.973147549220418,0.718357643711793
001448,0.569302595787455,0.973147549220418,0.718357643711793
001530,0.224904828577196,0.946098787914225,0.363418494556802
001727,0.0913910434914574,0.704103964635411,0.161783029175816
001765,0.189670997655477,0.931755637914434,0.315182493100911
001843,0.436119241978671,0.482976351650232,0.458353367887802
001848,0.456686979677428,0.0735406771870691,0.126681697241524
001882,0.773179065743945,0.887986070806732,0.826615278051907
001891,0.341685838897794,0.963562397060354,0.504479710295495
002040,1,0.000588655170992985,0.00117661771988088
002136,0.37274993478776,0.476945846670321,0.41845925829732
002167,0.168023811818492,0.998256143914594,0.287633859515881
002268,0.226489449310089,0.977208050286299,0.367745738850406
002289,0.182524989442071,0.933133307802217,0.305326725172645
002342,0.019034757842243,0.003372185962832,0.00572936173356939
002352,1,0.0150014134188758,0.0295593941457596
002534,0.0675657696223646,0.82738771512765,0.124929593998519
002691,0.123525894131533,0.943809982141791,0.218459764214795
002715,0.522559762643832,0.732271008781581,0.609891585787601
002732,0.25274411864141,0.378090521150063,0.302964198561868
002751,0.125042360007082,1,0.22228915897228
002908,0.304961262213787,0.103117282223681,0.154121195400449
002910,0.304961262213787,0.0101842196233939,0.0197102141709728
003466,0.527090252335209,0.125155537083084,0.202280381698149
003583,0.176795616153996,0.105838365186582,0.132409831946892
003634,0.176795616153996,0.105838365186582,0.132409831946892
003712,1,0.116893791910015,0.209319440678623
004563,1,0.116893791910015,0.209319440678623
004620,0.440451756292423,0.999971038522776,0.611541280441097
004829,0.440451756292423,0.999971038522776,0.611541280441097
004885,0.653691433039774,0.0849841335082963,0.150413530742028
004905,0.476881757109552,0.908657906582266,0.625492565038284
005252,0.471511225405627,0.413406621873209,0.440551320034156
005309,0.527804257590825,0.66780274295,0.589607004308948
005355,0.773965367068448,0.655164460144971,0.709627064288513
005493,0.990218055941941,0.107257218442126,0.1935497533484
005541,0.88711071203141,0.804823014445685,0.843965819974265
005593,0.872631837209317,0.20741325022889,0.335162684806244
005847,0.420167318736241,0.992133007657903,0.590330339612208
006128,0.186244202106074,0.952028526142616,0.311541845523184
006169,0.447123503729521,0.903986683820967,0.598313441966786
006173,0.384772829700561,0.822244437997144,0.524229980101568
006188,0.618157220759451,0.938104315059078,0.745242291006527
006329,0.618157220759451,0.938104315059078,0.745242291006527
006876,0.756409962030353,0.814384469446991,0.784327361070598
007139,0.257776892175281,0.97463995657067,0.407718637164508
007471,0.6671343795437,0.0998030245876463,0.173630933962014
007724,0.0967676625163041,0.956456127653242,0.175753765982633
007773,0.151424726289279,0.845571979870395,0.256852414493839
007782,0.645284220212148,0.633997728916402,0.639591186913533
007865,0.0889289970344894,1,0.163332957936968
007876,0.954105731406289,0.0203917050720351,0.0399300027975152
007882,0.900578242565519,0.229730175424317,0.366077071275532
008054,0.181611500720956,0.995664230241904,0.307190695115267
008057,0.0782198219498075,0.00203121496217268,0.00395960672401515
008087,0.0330370878122331,0.961092227481503,0.0638783864965886
008092,0.122009911124027,0.993854228463688,0.217338404888422
008198,0.108593969827015,0.983320717705416,0.195587991567536
008326,0.0694234687664539,1,0.129833449132235
008389,0.0898243780636257,0.843488429503112,0.16235890683106
008653,0.027894707625779,0.0246746069359835,0.0261860346477077
008993,0.863297861778871,0.855455029922907,0.859358552059461
009134,0.18470626588345,0.783965587679062,0.298972981921126
009275,0.274043803459138,0.948792297088757,0.42525838036747
009312,0.122197561744872,0.00915305657399786,0.0170304671598905
009380,0.101297832299498,0.990711593913453,0.183802327138233
009446,0.194036904828823,0.675033662317574,0.301428784825715
009585,0.889270200666735,0.187892483369331,0.310235749652132
009701,0.61184056128454,0.238216125237632,0.342918984306159
009866,0.424199488804805,0.823450501447202,0.559944350577695
009874,0.0205685917625154,1,0.0403081026175685
Average,0.4036918094551143,0.6251643207048753,0.3427267849493343
